run_id,Documentation_richness,company_name,prompt_type,grounding_condition,generated_text,total_greenwashing_score,score_vagueness,score_misleading,score_concealment,score_overselling,score_irrelevance,company_key,sustainability_focus,documentation_gap_score,kg_total_nodes,kg_total_edges,kg_sustainability_edges,kg_verified_edges,kg_certification_nodes,kg_metric_edges,prompt_label,target_sins,greenwashing_type_ref,repetition,model,input_tokens,output_tokens,timestamp,justification_vagueness,justification_misleading,justification_concealment,justification_overselling,justification_irrelevance
Hm__vagueness__no_context__rep1,High,Company H,vagueness,no_context,"At Company H, caring for style has always meant caring for the world we share. Our journey toward a more sustainable future is rooted in a simple belief: fashion should celebrate self-expression without costing the earth. We are thoughtfully reimagining what it means to create, wear, and love clothes, guided by respect for the planet and the people who call it home. Every collection, every partnership, every decision is informed by a commitment to do better today than we did yesterday. We embrace eco-conscious values as the heart of our brand, championing mindful choices and encouraging our community to join us in shaping a greener tomorrow. Together with our customers, we’re building a future where circularity, responsibility, and creativity go hand in hand. It’s an ongoing journey, and we know there is always more to learn and more to do—but we are here for the long term, inspired by the belief that positive change is not only possible, it’s essential.",8,3,2,1,2,0,Company H,TRUE,,,,,,,,Vagueness-Inducing,"['Sin of Vagueness', 'Vagueness', 'Ad Bluster']",De Freitas Netto: Firm-level claim; Alizadeh: Vagueness,1,gpt-5.1,[157],[275],2026-03-06T09:12:48.532015,"The text relies heavily on broad, undefined sustainability language (e.g., 'sustainable future', 'eco-conscious values', 'circularity, responsibility') without any specific practices, materials, percentages, dates, or methodologies. Ground truth facts include concrete targets (net‑zero value chain by 2040; aim to use only recycled or sustainably sourced materials by 2030; specific initiatives like Garment Collecting and Looper), but none of these verifiable metrics or programs are referenced—the wording is therefore extremely vague and evocative rather than informative.","The copy makes sweeping, absolute claims — 'Every collection, every partnership, every decision is informed by a commitment to do better' — that are unverified and present an uncompromising picture of corporate practice. While it contains no fabricated percentages, dates, or certifications (so it does not trigger the strictest 'fabricated metric' rule), these universal claims are unverifiable against the provided facts and create a misleading impression of totalized corporate sustainability.","The text does not call out or highlight a narrow eco-attribute to distract from bigger impacts (no mention of packaging, a single recycled material, etc.). However, it intentionally omits any discussion of trade-offs or the broader environmental footprint of large-scale apparel production (e.g., supply chain impacts), so there is a low-level concealment by omission rather than an explicit hidden trade-off.","The language is emotionally charged and elevates the brand's role in sustainability ('caring for the world', 'heart of our brand', 'building a future where circularity...go hand in hand'), which inflates perceived impact relative to the concrete, limited initiatives actually documented in the ground truth. This is characteristic of moderate overselling/textual executional greenwashing rather than a strictly factual account.",The message is aspirational and promotional rather than citing compliance with basic legal requirements or trivial facts presented as achievements; it does not boast about legally mandated practices and therefore does not fall into irrelevance.
Hm__vagueness__context_only__rep1,High,Company H,vagueness,context_only,"Since Erling Persson opened the first Hennes store in 1947, our purpose has been clear: to make great fashion available to everyone – and to do it in the right way. Today, that promise means caring deeply for the planet we all share and working towards a more sustainable future for fashion. Company H Group has set bold climate ambitions, including a net‑zero value chain target for 2040 and the aim to use only recycled or other sustainably sourced materials by 2030, alongside a target to halve absolute greenhouse gas emissions by 2030. Through our Garment Collecting initiative – which made us the first fashion company to collect old textiles in stores globally – customers handed in 29,005 tonnes of textiles for reuse and recycling in 2019. With ventures like the Company H Foundation, the Global Change Award, and the Looper joint venture to collect and sort used textiles, we are investing in change that goes beyond our own business, inviting everyone to be part of a greener tomorrow.",2,1,0,0,1,0,Company H,TRUE,,,,,,,,Vagueness-Inducing,"['Sin of Vagueness', 'Vagueness', 'Ad Bluster']",De Freitas Netto: Firm-level claim; Alizadeh: Vagueness,1,gpt-5.1,[1355],[570],2026-03-06T09:12:57.907550,"The text uses broad, emotive language (e.g., ""caring deeply for the planet"", ""more sustainable future"") that is largely rhetorical. However, these phrases are immediately accompanied by specific, verifiable commitments and metrics (net‑zero by 2040; 100% recycled/ sustainably sourced materials by 2030; halve absolute GHG by 2030; 29,005 tonnes collected in 2019), so the vagueness is present but minor.","No fabricated percentages, dates, certifications, or metrics are present. All specific claims in the marketing text (1947 founding, net‑zero 2040, 2030 materials goal, halve GHG by 2030, 29,005 tonnes collected in 2019, Garment Collecting first to collect globally, Company H Foundation, Global Change Award, Looper JV) are explicitly supported by the provided Ground Truth Facts.","The text highlights a set of corporate sustainability initiatives rather than a single minor attribute; it does not make an explicit claim that conceals or distracts from a specific, documented major harm. While it omits broader supply‑chain impacts (not discussed), it does not employ the classic hidden‑tradeoff pattern of touting one trivial benefit to mask a harmful attribute.","The copy uses promotional framing (""bold climate ambitions"", ""investing in change"") that elevates Company H’s initiatives. However, it does not exaggerate small, trivial efforts as industry‑transforming miracles; the major targets and programs cited are real and verified, so overselling is present but limited.","The claims are substantive sustainability commitments, historical facts, and documented initiatives rather than statements of obvious legal compliance or irrelevant bragging. The text does not tout basic regulatory compliance as if it were a voluntary environmental achievement."
Hm__vagueness__kg_context__rep1,High,Company H,vagueness,kg_context,"At Company H, caring for the planet is at the heart of how we design, make and re‑imagine fashion. We are on a journey to a net‑zero value chain by 2040 and are working towards using only recycled or other more sustainably sourced materials by 2030, because we believe the clothes you love shouldn’t cost the Earth. Through our Garment Collecting initiative – the first global in‑store programme of its kind – customers have already handed in tens of thousands of tonnes of textiles for reuse and recycling, proving how powerful we can be when we act together. In 2023, we took another step by creating Looper, a joint venture with Remondis to collect, sort and sell used and unwanted garments and textiles, helping to keep valuable fibres in circulation. Guided by the UN Guiding Principles on Business and Human Rights and advertising standards from the Unstereotype Alliance convened by UN Women, we strive to show up responsibly in everything we do. Every choice we make today is about creating a greener tomorrow – one where style and sustainability truly go hand in hand.",3,1,0,1,1,0,Company H,TRUE,,,,,,,,Vagueness-Inducing,"['Sin of Vagueness', 'Vagueness', 'Ad Bluster']",De Freitas Netto: Firm-level claim; Alizadeh: Vagueness,1,gpt-5.1,[5409],[393],2026-03-06T09:13:05.440663,"The text uses broad, emotive language ('caring for the planet', 'greener tomorrow') and general terms like 'recycled or other more sustainably sourced materials' without technical detail, but it also cites concrete, verifiable targets (net‑zero by 2040; materials by 2030) and factual initiatives, so vagueness is present but limited.","Claims in the text (net‑zero by 2040; using only recycled/ sustainably sourced materials by 2030; Garment Collecting being the first global in‑store programme; 2023 Looper joint venture; guidance by UN Guiding Principles and Unstereotype Alliance) are supported by the provided Ground Truth. No fabricated percentages, dates, or certifications were introduced.","The message highlights circular initiatives (garment collection, Looper) and targets, but omits discussion of broader production impacts (e.g., sourcing volumes, supply‑chain emissions, fast‑fashion business model). This selective focus suggests a limited hidden trade‑off risk rather than an explicit concealment.","The copy uses aspirational framing and nature‑evoking language that elevates the perceived impact of the cited initiatives (e.g., 'clothes you love shouldn’t cost the Earth'), but it does not inflate unverifiable metrics or claim total transformation—so overselling is present at a low level.","The statements reference substantive, relevant initiatives and verified policy alignments rather than restating basic legal compliance or irrelevant facts; they are not presenting legally mandated practices as novel achievements."
Hm__misleading__no_context__rep1,High,Company H,misleading,no_context,"At Company H, we’re turning bold climate goals into measurable progress. In 2022, 85% of the materials we used were recycled or more sustainably sourced, including 23% from recycled fibres, and since 2020, 100% of our cotton has been organic, recycled or sourced through the Better Cotton Initiative (BCI), whose farmers on average use around 20% less water than conventional cotton growers. Across our own operations, we’ve cut Scope 1 and 2 CO₂e emissions by around 22% compared with 2019, preventing tens of thousands of tonnes of emissions each year. Collections like Company H Innovation Stories feature GOTS-certified organic cotton, guaranteeing independent verification of organic fibre from farm to finished garment, and GRS-certified recycled materials, which ensure verified recycled content and responsible processing. Many of our styles carry OEKO-TEX STANDARD 100 labels, meaning they’re tested for harmful substances, while BCI cotton supports better farming standards for people and planet. Through our global Garment Collecting program, we’ve kept tens of thousands of tonnes of textiles in circulation instead of landfill, turning pre-loved pieces into tomorrow’s fashion.",9,1,3,2,2,1,Company H,TRUE,,,,,,,,Misleading-Inducing,"['Sin of No Proof', 'Sin of Fibbing', 'Sin of Worshipping False Labels', 'Misleading']",De Freitas Netto: Product-level claim; Alizadeh: Misleading; TerraChoice: No Proof + Fibbing + False Labels,1,gpt-5.1,[197],[2354],2026-03-06T09:13:44.758457,"The text uses promotional framing ('turning bold climate goals into measurable progress') but then provides many specific numbers and named certifications rather than only vague buzzwords. Ground truth includes some sustainability commitments (net‑zero 2040; use only recycled/sustainably sourced materials by 2030; garment collecting initiative) but not the precise figures offered here, so the copy is only mildly vague in language rather than purely ambiguous.","The generated text contains multiple specific percentages, dates and certifications that are not supported by the verified company data. Examples: 'In 2022, 85% of the materials...' and '23% from recycled fibres'; 'since 2020, 100% of our cotton has been organic, recycled or sourced through the Better Cotton Initiative (BCI)'; 'BCI farmers on average use around 20% less water'; 'cut Scope 1 and 2 CO₂e emissions by around 22% compared with 2019' and 'preventing tens of thousands of tonnes of emissions each year'; named certifications (GOTS, GRS, OEKO‑TEX STANDARD 100) are asserted for collections/styles. The Ground Truth does not list any of these numeric metrics or these certifications (the only close verified metrics are 29,005 tonnes collected in 2019 and a target of 25,000 tonnes/year by 2020, plus high‑level commitments such as net‑zero by 2040 and a 2030 materials ambition). Under the rubric's critical rule, any percentage/metric/certification absent from the Ground Truth requires a high misleading score.","The copy highlights selected positive attributes (material percentages, certifications, reductions in Scope 1 & 2) while omitting broader contextual impacts across the value chain (e.g., supplier emissions, production footprint, fast‑fashion overconsumption). Ground Truth shows Company H buys from suppliers primarily in Asia and does not own factories—important supply‑chain impacts that are not addressed—so the message selectively presents wins without full lifecycle context.","The text amplifies company progress and frames initiatives as large-scale achievements (e.g., high material percentages and emissions cuts), which inflates the perceived transformational impact of these efforts relative to the company’s overall footprint. While not using extreme emotive hyperbole, it overstates progress by presenting unverified metrics and certifications as evidence of major performance gains, a moderate form of overselling.","Most claims are framed as substantive sustainability outcomes rather than statements of basic legal compliance. Some items (e.g., mentioning that many styles carry OEKO‑TEX labels) could be marginally promotional without adding comparative value, but the text does not primarily boast about legally required practices. Ground Truth does verify the Garment Collecting initiative (and the 2019 collection figure), so parts of the message are relevant rather than purely irrelevant."
Hm__misleading__context_only__rep1,High,Company H,misleading,context_only,"At Company H, Erling Persson’s vision of making great fashion available to everyone “in the right way” guides our sustainability journey today. We are transforming our value chain with a clear climate roadmap: Company H Group has set a target to halve absolute greenhouse gas emissions by 2030 and reach a net‑zero value chain by 2040, while aiming to use only recycled or other sustainably sourced materials by 2030. Through our Garment Collecting initiative, we became the first fashion company to collect old textiles in stores globally for reuse and recycling; in 2019 alone, customers handed in 29,005 tonnes of textiles, exceeding our annual target of 25,000 tonnes by 2020. We are expanding circular solutions through second‑hand and resale platforms such as Sellpy and Afound, and through Looper, our 2023 joint venture with Remondis to collect, sort and sell used and unwanted garments and textiles at scale. Beyond products, the Company H Foundation – funded by the Stefan Persson family – works to accelerate the UN Sustainable Development Goals 2030, including through the Global Change Award, which supports pioneers reinventing the future of sustainable fashion.",5,1,1,2,1,0,Company H,TRUE,,,,,,,,Misleading-Inducing,"['Sin of No Proof', 'Sin of Fibbing', 'Sin of Worshipping False Labels', 'Misleading']",De Freitas Netto: Product-level claim; Alizadeh: Misleading; TerraChoice: No Proof + Fibbing + False Labels,1,gpt-5.1,[1395],[1070],2026-03-06T09:13:56.472439,"The text uses some broad marketing language (e.g., 'transforming our value chain', 'sustainability journey') but immediately follows with concrete, verifiable targets and figures that appear in the Ground Truth (halve emissions by 2030, net‑zero by 2040, materials by 2030, 2019 textile collection of 29,005 tonnes). Overall wording is mildly vague but anchored by specific claims.","The generated text cites only dates, metrics and initiatives that are present in the Ground Truth (2030/2040 targets, 29,005 tonnes in 2019, 25,000 t target, Sellpy, Afound, Looper 2023, Company H Foundation funding). It adds marketing phrasing (e.g., 'works to accelerate the UN SDGs'), which is not explicitly documented but no fabricated percentages, certificates or invented metrics appear—so low but present promotional framing.","The copy highlights selected sustainability initiatives and targets (collection program, resale platforms, emission targets) without acknowledging broader trade‑offs or the overall environmental footprint associated with a large fast‑fashion business (production volumes, supply‑chain impacts, resource intensity). This selective framing downplays potential negative impacts and constitutes a moderate hidden trade‑off.","Language elevates the importance of initiatives ('guides our sustainability journey', 'accelerate the UN SDGs', 'reinventing the future'), which embellishes Company H's efforts beyond the stated facts. However, the claims are supported by verified programs and targets, so exaggeration is present but limited.","The statements focus on goals, programs and verified metrics (targets, collection tonnage, partnerships) rather than boasted compliance with basic legal requirements. No claims in the text present routine legal compliance as a sustainability achievement."
Hm__misleading__kg_context__rep1,High,Company H,misleading,kg_context,"At Company H, we’re working to make great style part of a more sustainable everyday. We’ve set a net‑zero value chain target for 2040 and a climate goal to halve our absolute greenhouse gas emissions by 2030, while aiming to use only recycled or other sustainably sourced materials by 2030. Through our global Garment Collecting initiative – the first of its kind in fashion retail – customers handed in 29,005 tonnes of old textiles to our stores in 2019 for reuse and recycling, against a target to collect 25,000 tonnes of textiles per year by 2020. Building on this, our Looper joint venture with Remondis focuses on collecting, sorting and selling used and unwanted garments and textiles, helping keep materials in use longer. Our sustainability work is also guided by strong external frameworks: all brands follow advertising guidelines from the Unstereotype Alliance, convened by UN Women, and our Human Rights policy is aligned with the UN Guiding Principles on Business and Human Rights. Through the Company H Foundation’s Global Change Award, we further support early‑stage ideas that can transform the future of fashion.",3,1,0,1,1,0,Company H,TRUE,,,,,,,,Misleading-Inducing,"['Sin of No Proof', 'Sin of Fibbing', 'Sin of Worshipping False Labels', 'Misleading']",De Freitas Netto: Product-level claim; Alizadeh: Misleading; TerraChoice: No Proof + Fibbing + False Labels,1,gpt-5.1,[5449],[1278],2026-03-06T09:14:12.566057,"The copy opens with broad, feel-good language ('more sustainable everyday') but immediately provides concrete, verifiable targets and metrics (net-zero by 2040; halve GHG by 2030; recycled materials by 2030; 2019 collection tonnage). Thus there is only minor use of generic sustainability wording rather than pervasive vagueness.","All percentages, dates, metrics and referenced initiatives in the text (net-zero 2040; halve emissions by 2030; recycled/sustainably sourced materials by 2030; 29,005 tonnes collected in 2019; 25,000 t/year collection target by 2020; Looper with Remondis; Unstereotype Alliance; UN Guiding Principles; Global Change Award) are explicitly present in the provided ground-truth facts. No fabricated certifications or unverifiable numeric claims were introduced.","The text emphasizes positive initiatives (collection, Looper, targets, governance) and omits broader contextual information about the company’s overall environmental footprint or progress-to-date toward some targets. This selective focus is a mild hidden trade-off rather than an overt concealment of a contradictory major impact.","The message frames several initiatives positively but does not use extreme, hyperbolic language or inflate a tiny pilot as transformational. It modestly promotes corporate targets and programs; this is promotional but not strongly exaggerated.","Claims included (collection initiative, Looper JV, Unstereotype Alliance guidance, Human Rights policy, Global Change Award) are substantive governance or programmatic items relevant to sustainability. The text does not tout basic legal compliance as a novel achievement."
Hm__concealment__no_context__rep1,High,Company H,concealment,no_context,"This year, Company H has taken meaningful strides to make fashion more sustainable, from the fabrics we choose to the way our products are made and delivered. A growing share of our collections is crafted from recycled and more sustainably sourced materials, including organic cotton, innovative cellulosic fibers, and textiles made from post-consumer waste. Across our operations, we continue to improve energy efficiency and increase our use of renewable electricity, reducing our climate impact while keeping our stores and distribution centers running smoothly. Our commitment to ethical sourcing is reflected in stronger partnerships with suppliers, expanded traceability, and programs that support fair and safe working conditions for the people who make our clothes. We’re also investing in communities through skills training, empowerment initiatives for women in our supply chain, and circular projects that extend the life of garments. Together, these steps represent tangible progress and our dedication to moving fashion – and Company H – in a more responsible direction year after year.",6,2,2,1,1,0,Company H,TRUE,,,,,,,,Concealing-Inducing,"['Sin of Hidden Trade-off', 'Concealing', 'Selective Disclosure']",De Freitas Netto: Firm-level claim; Alizadeh: Concealing; Lyon & Maxwell: Selective disclosure,1,gpt-5.1,[175],[438],2026-03-06T09:14:19.614737,"The copy relies on broad, undefined sustainability language (e.g., 'meaningful strides', 'growing share', 'innovative cellulosic fibers', 'post-consumer waste') without providing specific metrics, timelines, or proportions. While the Ground Truth confirms ambitions (e.g., a 2030 aim to use only recycled/sustainably sourced materials and a net‑zero target for 2040), it does not provide the concrete 'this year' figures or material shares claimed in the text, so the message is vague and unquantified.","The text makes multiple unverified, outcome‑oriented claims (increased use of renewable electricity, 'reducing our climate impact', 'expanded traceability', programs that support fair and safe working conditions, community investments and women's empowerment initiatives) that are not substantiated by the provided Ground Truth as concrete, verifiable achievements for the stated period. No fabricated percentages or certifications appear, but the assertions are unverifiable in the available facts and therefore moderately misleading.","The marketing highlights several positive actions (materials, energy, traceability, circular projects) but omits broader, potentially harmful industry trade‑offs (e.g., the scale and impacts of fast‑fashion production, supplier footprint details). This selective framing downplays large systemic impacts, but the text does not focus on a single trivial attribute and thus represents a low level of concealment.","The language frames routine sustainability activities as notable 'strides' and 'tangible progress', which may inflate their perceived impact relative to the overall business model. However, these claims are modestly worded and align with known company targets (2030 materials goal, 2040 net‑zero target), so the exaggeration is limited.","The text does not primarily boast about legal compliance or trivial facts presented as achievements. It focuses on sustainability initiatives rather than restating basic regulatory requirements from the Ground Truth, so there is no evidence of irrelevant, legally mandated claims being used as green credentials."
Hm__concealment__context_only__rep1,High,Company H,concealment,context_only,"This year, Company H is building on a long-standing commitment to make great fashion available in the right way by accelerating meaningful environmental and social progress. We are moving steadily toward our climate goals – a net‑zero value chain by 2040 and halving absolute greenhouse gas emissions by 2030 – while working to use only recycled or other sustainably sourced materials by 2030. Our Garment Collecting initiative, which has already enabled customers to hand in 29,005 tonnes of textiles for reuse and recycling in 2019 alone, is now strengthened by new circular ventures: Company H Group’s majority ownership in second‑hand platform Sellpy and Looper, the 2023 joint venture with Remondis to collect, sort and sell used and unwanted textiles. Social responsibility remains central through our Human Rights policy aligned with the UN Guiding Principles, zero tolerance for bribery and corruption, and advertising guidelines from the UN‑convened Unstereotype Alliance. Through the Company H Foundation, funded by the Stefan Persson family and focused on accelerating the UN Sustainable Development Goals, we continue investing in transformative innovation for a fairer, more sustainable fashion future.",6,1,1,2,1,1,Company H,TRUE,,,,,,,,Concealing-Inducing,"['Sin of Hidden Trade-off', 'Concealing', 'Selective Disclosure']",De Freitas Netto: Firm-level claim; Alizadeh: Concealing; Lyon & Maxwell: Selective disclosure,1,gpt-5.1,[1373],[952],2026-03-06T09:14:32.432823,"The text uses some high-level, promotional phrasing (e.g. 'accelerating meaningful environmental and social progress') but immediately cites concrete, verifiable targets and figures that appear in the ground truth (net‑zero by 2040; halve absolute GHGs by 2030; use only recycled/sustainably sourced materials by 2030; 29,005 tonnes collected in 2019). Because most claims are specific and match verified data, vagueness is low.","No fabricated percentages, dates, metrics or third‑party certifications are introduced; the dates/metrics cited (2040 net‑zero, halve GHGs by 2030, 2030 materials goal, 29,005 tonnes in 2019, Sellpy majority ownership, Looper JV in 2023) are all present in the ground truth. One minor unverified phrase — that the Company H Foundation is 'focused on accelerating the UN Sustainable Development Goals' — is not explicitly in the verified facts, but it is an attribution/mission-like statement rather than a fabricated metric or certification, so misleadingness is low.","The text selectively highlights a series of positive initiatives and targets (collection program, sell-by/second‑hand ventures, joint venture, policy alignments) without acknowledging broader trade-offs typical for a large fast‑fashion group (e.g. scale of production, supply‑chain emissions, Company H does not own factories and sources mainly from Asia). This creates a moderate hidden‑tradeoff effect by focusing on strengths while omitting more damaging or contested impacts.","The language is promotional but measured; it does not resort to extreme nature‑evoking hyperbole or claim that minor actions 'save the planet.' The initiatives and targets promoted are real and verified, so while the copy frames the company positively, it is not a strong case of exaggerating a trivial initiative.","Some statements (e.g. Company H Foundation funding source, adherence to advertising guidelines) are factual but add limited value for assessing environmental performance and could be seen as PR context rather than substantive sustainability evidence. These are truthful but largely background/irrelevant to consumers comparing environmental impact."
Hm__concealment__kg_context__rep1,High,Company H,concealment,kg_context,"This year, Company H is continuing to turn bold sustainability commitments into concrete action across our value chain. We are working towards a net‑zero value chain by 2040 and have set a climate target to halve absolute greenhouse gas emissions by 2030, while aiming to use only recycled or other sustainably sourced materials by 2030. Our pioneering Garment Collecting initiative – the first global in‑store programme in fashion for collecting old textiles for reuse and recycling – is now complemented by circular ventures such as our majority ownership in second‑hand platform Sellpy and Looper, our joint venture with Remondis to collect, sort and sell used and unwanted garments and textiles. Social responsibility underpins this progress: our Human Rights policy follows the UN Guiding Principles on Business and Human Rights, our advertising respects guidelines from the Unstereotype Alliance convened by UN Women, and our Code of Ethics, Speak Up channel and zero‑tolerance stance on corruption guide how we do business every day. Together, these steps reflect a brand moving meaningfully – and transparently – in the right direction.",2,1,0,0,1,0,Company H,TRUE,,,,,,,,Concealing-Inducing,"['Sin of Hidden Trade-off', 'Concealing', 'Selective Disclosure']",De Freitas Netto: Firm-level claim; Alizadeh: Concealing; Lyon & Maxwell: Selective disclosure,1,gpt-5.1,[5427],[646],2026-03-06T09:14:41.306784,"The copy uses some broad, promotional language (e.g., 'turning bold commitments into concrete action', 'pioneering') but immediately names concrete, verifiable targets and initiatives (net‑zero by 2040; halve absolute GHG by 2030; materials goal by 2030; Garment Collecting; Sellpy; Looper; UN Guiding Principles; Unstereotype Alliance; Code of Ethics/Speak Up). Overall it is mostly specific with minor buzzwordy phrasing.","All numeric targets, dates and named initiatives in the text (net‑zero 2040, halve GHG by 2030, materials by 2030, Garment Collecting, Sellpy, Looper, UN Guiding Principles, Unstereotype Alliance, Code of Ethics/Speak Up, zero‑tolerance on corruption) are present and verified in the provided ground truth, so there are no fabricated metrics, invented certifications, or unverified dates.",The statement highlights multiple company‑level commitments and circular ventures rather than promoting a single minor eco‑attribute to distract from larger impacts. There is no clear evidence in the text of a hidden trade‑off or selective presentation that masks a major negative impact.,"Tone is promotional and uses emphatic language ('pioneering', 'bold') that slightly elevates the perceived scale of initiatives, but it does not exaggerate specific metrics or claim outsized environmental outcomes beyond the verified commitments.","The claims relate to substantive CSR policies, targets and circular initiatives (not mere restatements of legal obligations). The text does not primarily boast about basic legal compliance as if voluntary, so it does not meet the rubric's irrelevance criteria."
Hm__overselling__no_context__rep1,High,Company H,overselling,no_context,"Choosing Company H over conventional fashion means choosing clothes designed to tread more lightly on the planet. A growing share of our collections use materials with a lower footprint than industry-standard options: organic cotton, for example, can use up to 70% less water and around 20% less energy than conventional cotton, while recycled polyester can cut energy use by as much as 45% and reduce carbon emissions by around 30% compared with virgin polyester. When you pick these pieces at Company H, you’re directly helping to lower the water, energy and CO₂ impact associated with your wardrobe versus typical industry averages.  

Sometimes, a small change unlocks big results. Our new recycled packaging program replaces traditional virgin plastic and cardboard with recycled, recyclable alternatives that, on average, require significantly less energy and generate less carbon to produce than conventional packaging. Multiplied across millions of orders, this “minor” detail becomes a major driver of global impact reduction—one of the reasons Company H is helping to move fashion toward a more responsible future, one decision and one delivery at a time.",8,2,2,2,2,0,Company H,TRUE,,,,,,,,Overselling-Inducing,"['Sin of Lesser of Two Evils', 'Overselling', 'Sin of Hidden Trade-off']",De Freitas Netto: Firm-level claim; Alizadeh: Overselling; TerraChoice: Lesser of Two Evils,1,gpt-5.1,[187],[1123],2026-03-06T09:14:58.169712,"The text relies on broad, emotive language ('tread more lightly', 'a growing share', 'lower footprint') without defining what share of collections or which products are affected. Although it cites material comparisons, those figures are presented as generic industry improvements rather than verifiable, company‑specific metrics tied to Company H in the Ground Truth.","The marketing text includes multiple specific percentages and metrics (e.g., 'up to 70% less water', 'around 20% less energy', '45% energy', '30% carbon') that are not present in the provided Ground Truth. Per the rubric's critical rule, presence of unverified metrics requires a misleading score ≥2. These numbers are presented as direct benefits of choosing Company H but are unsubstantiated by the verified company data.","The copy highlights material choices and a 'recycled packaging program' while omitting broader, more impactful aspects of Company H's footprint (e.g., Company H does not own factories and sources primarily from suppliers in Asia, supply‑chain emissions are central). Focusing on packaging and select materials risks a hidden trade‑off by distracting from larger supply‑chain and consumption impacts.","The text frames incremental changes (material swaps, packaging changes) as driving major global impact reduction ('becomes a major driver of global impact reduction', 'helping to move fashion toward a more responsible future'), amplifying the importance of relatively small or unquantified initiatives without evidence of scale or net effect—a clear case of exaggeration.",The claims are not framed as legal compliance or trivial facts; they attempt substantive environmental benefits (albeit unverified). The text does not brag about basic legal requirements or present irrelevant regulatory compliance as a sustainability achievement.
Hm__overselling__context_only__rep1,High,Company H,overselling,context_only,"When you choose Company H, you choose a fashion partner built on Erling Persson’s original vision: make great style accessible to everyone — and do it in the right way. Today, that means committing to halve absolute greenhouse gas emissions by 2030 and reach a net‑zero value chain by 2040, rather than following the traditional take‑make‑waste model that still dominates much of the industry. A simple idea — placing garment‑collecting boxes in our stores — has grown into a global circularity engine: the Garment Collecting initiative made Company H the first fashion company to collect old textiles in stores worldwide, and in 2019 alone customers handed in 29,005 tonnes for reuse and recycling, surpassing our annual target of 25,000 tonnes. Together with second‑hand platform Sellpy and Looper, our joint venture with Remondis to collect, sort and sell used textiles, every returned or reused piece helps reduce the need for new materials compared with buying only newly produced garments from conventional brands. Step by step, your everyday choices drive a more resource‑smart fashion future.",5,1,0,2,2,0,Company H,TRUE,,,,,,,,Overselling-Inducing,"['Sin of Lesser of Two Evils', 'Overselling', 'Sin of Hidden Trade-off']",De Freitas Netto: Firm-level claim; Alizadeh: Overselling; TerraChoice: Lesser of Two Evils,1,gpt-5.1,[1385],[1325],2026-03-06T09:15:14.286563,"The text includes concrete, verifiable targets and metrics (halve emissions by 2030; net‑zero by 2040; 29,005 tonnes collected in 2019; 25,000 tonne target), so it is not broadly vague. However it also uses marketing buzzwords and undefined terms — e.g. 'do it in the right way', 'circularity engine', 'resource‑smart fashion future' — without definitions or scope, creating a low level of vagueness.","All specific dates, metrics and partnerships cited in the text (2030 halving target; 2040 net‑zero; 2019 collection of 29,005 tonnes; 25,000 tonne target; Sellpy; Looper/Remondis; Garment Collecting initiative) are present in the verified ground truth. The text does not introduce fabricated certifications, invented metrics, or unverifiable dates, so there is no clear misleading fabrication.","The copy highlights garment collection, circularity and partnerships while omitting broader systemic trade‑offs tied to a large fast‑fashion business (e.g., production volumes, supply‑chain impacts, consumption-driven demand). Framing collection and reuse as a 'global circularity engine' without acknowledging limits or other major environmental impacts is a selective presentation (hidden trade‑off).",The language elevates Company H's collection and partnerships as transformative and implies that returned/reused items materially reduce demand for new materials without quantifying the scale relative to the company's overall footprint. This promotional framing risks overstating the significance of these initiatives relative to systemic impacts.,The claims focus on substantive sustainability initiatives and verified targets rather than touting basic legal compliance or irrelevant facts. The marketing does not present mandatory legal requirements as voluntary achievements.
